HH:MM:SS,DLMACTHP(Mbps),DLGrant,DLSchUserNum,UsFlag,PCI,DLRb_Used,DLSuMcs,DLreduceMcs,DLSchMcs,DLRank,IBLER(%),ResBLER(%),sumPdschDrb(byte),cntDrbIsZero,DLAvailRb,CQI,BwpId,BwpFreqOffset,BwpBw,CRNTI
"11:42:02","0.62","118","1.00","0.00","953.00","19.25","10.32","2.85","2.85","2.0","0.00","0.00","0","116","242.86","11.17","1.00","0.00","245.00","4451|1093"
"11:42:03","0.00","2","1.00","0.00","953.00","16.00","11.50","0.00","0.00","1.0","0.00","0.00","0","2","224.00","9.00","1.00","0.00","245.00","2488|10173"
"11:42:03","1.19","122","1.14","0.00","953.00","23.56","10.26","3.75","3.75","2.0","0.00","0.00","9111","121","242.93","10.90","1.00","0.00","245.00","4451|1093"
"11:42:04","0.01","5","1.00","0.00","953.00","16.00","12.20","0.40","0.40","2.0","0.00","0.00","0","5","240.80","6.00","1.00","0.00","245.00","3687|9387"
"11:42:04","0.62","161","1.00","0.00","953.00","17.09","10.22","2.42","2.42","2.0","0.00","0.00","0","161","243.57","10.57","1.00","0.00","245.00","4451|1093"
"11:42:05","0.01","7","1.14","0.00","953.00","16.00","12.57","0.43","0.43","2.0","0.00","0.00","0","7","239.00","6.71","1.00","0.00","245.00","3687|9387"
"11:42:05","0.75","142","1.01","0.00","953.00","19.75","9.92","2.75","2.75","2.0","0.00","0.00","0","142","242.93","10.54","1.00","0.00","245.00","4451|1093"
"11:42:06","15.76","432","1.12","0.00","953.00","82.93","13.45","9.00","9.00","2.0","1.45","2.01","728092","298","241.65","6.26","1.00","0.00","245.00","3687|9387"
"11:42:06","1.05","140","1.26","0.00","953.00","22.51","10.51","2.85","2.85","2.0","0.00","0.00","0","138","242.30","10.66","1.00","0.00","245.00","4451|1093"
"11:42:07","0.01","4","1.00","0.00","953.00","24.00","14.00","8.00","8.00","1.0","0.00","0.00","0","2","234.50","10.00","1.00","0.00","245.00","2488|10173"
"11:42:07","11.26","111","1.07","0.00","953.00","114.96","14.24","9.50","9.50","2.0","0.00","0.00","574392","75","241.97","7.82","1.00","0.00","245.00","3687|9387"
"11:42:07","0.88","140","1.06","0.00","953.00","21.49","10.38","2.59","2.59","1.99","0.00","0.00","0","135","242.30","10.60","1.00","0.00","245.00","4451|1093"
"11:42:08","0.93","22","1.05","0.00","953.00","52.32","13.73","5.00","5.00","2.0","0.00","0.00","22395","19","240.23","7.55","1.00","0.00","245.00","3687|9387"
"11:42:08","0.66","106","1.01","0.00","953.00","20.08","10.54","2.88","2.88","2.0","0.00","0.00","0","103","242.42","10.88","1.00","0.00","245.00","4451|1093"
"11:42:09","0.20","11","1.18","0.00","953.00","86.73","13.40","8.90","8.90","1.0","0.00","0.00","816","9","237.36","9.45","1.00","0.00","245.00","2488|10173"
"11:42:09","0.02","20","1.10","0.00","953.00","16.00","14.20","0.10","0.10","2.0","0.00","0.00","0","20","237.65","8.10","1.00","0.00","245.00","3687|9387"
"11:42:09","0.42","81","1.02","0.00","953.00","18.57","10.66","2.48","2.48","2.0","0.00","0.00","0","80","242.93","10.62","1.00","0.00","245.00","4451|1093"
"11:42:10","0.00","1","1.00","0.00","953.00","16.00","14.00","3.00","3.00","1.0","0.00","0.00","0","1","245.00","10.00","1.00","0.00","245.00","2488|10173"
"11:42:10","0.01","3","1.00","0.00","953.00","16.00","14.00","0.67","0.67","2.0","0.00","0.00","0","3","238.00","8.00","1.00","0.00","245.00","3687|9387"
"11:42:10","0.52","146","1.00","0.00","953.00","16.88","11.01","2.37","2.37","2.0","0.00","0.00","0","145","243.42","10.60","1.00","0.00","245.00","4451|1093"
"11:42:11","0.01","3","1.00","0.00","953.00","16.00","14.67","2.00","2.00","2.0","0.00","0.00","0","3","245.00","8.33","1.00","0.00","245.00","3687|9387"
"11:42:11","0.73","163","1.00","0.00","953.00","17.87","10.78","2.27","2.27","2.0","0.00","0.00","0","163","243.20","10.71","1.00","0.00","245.00","4451|1093"
"11:42:12","0.00","1","1.00","0.00","953.00","16.00","14.00","0.00","0.00","2.0","0.00","0.00","0","1","245.00","8.00","1.00","0.00","245.00","3687|9387"
"11:42:12","0.67","178","1.00","0.00","953.00","17.17","11.08","2.30","2.30","2.0","0.00","0.00","0","178","244.17","10.58","1.00","0.00","245.00","4451|1093"
"11:42:13","0.33","135","1.00","0.00","953.00","16.24","11.52","1.62","1.62","2.0","0.00","0.00","0","135","242.98","10.80","1.00","0.00","245.00","4451|1093"
"11:42:14","0.02","9","1.02","0.00","953.00","16.00","15.00","0.24","0.24","2.0","0.00","0.00","0","9","237.71","8.00","1.00","0.00","245.00","3687|9387"
"11:42:14","0.35","116","1.01","0.00","953.00","16.00","11.86","2.25","2.25","2.0","0.00","0.00","0","116","243.37","10.93","1.00","0.00","245.00","4451|1093"
"11:42:15","0.31","129","1.00","0.00","953.00","16.00","11.50","1.77","1.77","2.0","0.00","0.00","0","129","244.02","10.61","1.00","0.00","245.00","4451|1093"
"11:42:16","0.01","12","1.06","0.00","953.00","16.00","15.06","0.06","0.06","2.0","0.00","0.00","0","12","239.17","8.00","1.00","0.00","245.00","3687|9387"
"11:42:16","0.45","142","1.01","0.00","953.00","16.45","11.07","2.23","2.23","2.0","0.00","0.00","0","142","243.23","10.62","1.00","0.00","245.00","4451|1093"
"11:42:17","9.61","85","1.06","0.00","953.00","114.91","15.33","9.95","9.95","2.0","0.00","0.00","858528","56","241.79","8.71","1.00","0.00","245.00","3687|9387"
"11:42:17","0.34","97","1.05","0.00","953.00","17.98","11.94","2.24","2.24","2.0","0.00","0.00","0","97","243.92","10.95","1.00","0.00","245.00","4451|1093"
"11:42:18","0.29","113","1.00","0.00","953.00","16.00","11.98","1.81","1.81","2.0","0.00","0.00","0","113","243.51","11.03","1.00","0.00","245.00","4451|1093"
"11:42:19","0.01","4","1.25","0.00","953.00","16.00","15.50","1.00","1.00","2.0","0.00","0.00","0","4","239.75","8.00","1.00","0.00","245.00","3687|9387"
"11:42:19","0.19","75","1.01","0.00","953.00","16.00","11.49","1.76","1.76","2.0","0.00","0.00","0","75","242.20","10.71","1.00","0.00","245.00","4451|1093"
"11:42:20","0.01","5","1.00","0.00","953.00","16.00","16.00","1.00","1.00","2.0","0.00","0.00","0","5","240.80","8.00","1.00","0.00","245.00","3687|9387"
"11:42:20","0.24","92","1.00","0.00","953.00","16.00","11.70","2.12","2.12","2.0","0.00","0.00","0","92","242.72","10.87","1.00","0.00","245.00","4451|1093"
"11:42:21","0.01","4","1.00","0.00","953.00","16.00","15.00","0.50","0.50","2.0","0.00","0.00","0","4","239.75","7.50","1.00","0.00","245.00","3687|9387"
"11:42:21","0.25","104","1.00","0.00","953.00","16.00","11.42","1.61","1.61","2.0","0.00","0.00","0","104","242.58","10.69","1.00","0.00","245.00","4451|1093"
"11:42:22","0.21","20","1.25","0.00","953.00","22.40","15.37","3.47","3.47","2.0","0.00","0.00","0","19","239.75","7.80","1.00","0.00","245.00","3687|9387"
"11:42:22","0.46","128","1.04","0.00","953.00","16.38","11.68","2.63","2.63","2.0","0.00","0.00","0","128","243.20","10.84","1.00","0.00","245.00","4451|1093"
"11:42:23","0.71","123","1.00","0.00","953.00","17.30","11.41","4.27","4.27","2.0","0.00","0.00","0","123","243.12","10.56","1.00","0.00","245.00","4451|1093"
"11:42:24","0.01","7","1.00","0.00","953.00","16.00","14.29","0.00","0.00","2.0","0.00","0.00","0","7","239.00","7.14","1.00","0.00","245.00","3687|9387"
"11:42:24","0.43","149","1.00","0.00","953.00","16.00","12.64","2.13","2.13","2.0","0.00","0.00","0","149","243.31","10.68","1.00","0.00","245.00","4451|1093"
"11:42:25","0.00","3","1.00","0.00","953.00","16.00","14.00","0.67","0.67","2.0","0.00","0.00","0","3","245.00","7.00","1.00","0.00","245.00","3687|9387"
"11:42:25","0.42","136","1.00","0.00","953.00","16.00","11.94","2.54","2.54","2.0","0.00","0.00","0","136","243.30","10.66","1.00","0.00","245.00","4451|1093"
"11:42:26","0.00","4","1.00","0.00","953.00","16.00","14.50","0.00","0.00","2.0","0.00","0.00","0","4","245.00","7.00","1.00","0.00","245.00","3687|9387"
"11:42:26","0.34","139","1.00","0.00","953.00","16.00","13.00","1.95","1.95","2.0","0.00","0.00","0","139","243.19","11.02","1.00","0.00","245.00","4451|1093"
"11:42:27","3.84","46","1.09","0.00","953.00","93.48","14.63","8.15","8.15","2.0","0.00","0.00","156155","36","240.43","7.59","1.00","0.00","245.00","3687|9387"
"11:42:27","0.42","147","1.03","0.00","953.00","16.00","12.63","2.14","2.14","2.0","0.00","0.00","0","147","243.57","10.79","1.00","0.00","245.00","4451|1093"
"11:42:28","0.32","108","1.00","0.00","953.00","16.00","12.85","2.26","2.26","2.0","0.00","0.00","0","108","242.28","10.86","1.00","0.00","245.00","4451|1093"
"11:42:29","0.01","3","1.00","0.00","953.00","16.00","14.67","0.67","0.67","2.0","0.00","0.00","0","3","224.00","7.00","1.00","0.00","245.00","3687|9387"
"11:42:29","0.30","109","1.00","0.00","953.00","16.00","12.54","2.19","2.19","2.0","0.00","0.00","0","109","242.88","10.82","1.00","0.00","245.00","4451|1093"
"11:42:30","0.00","3","1.00","0.00","953.00","16.00","14.33","0.00","0.00","2.0","0.00","0.00","0","3","238.00","7.00","1.00","0.00","245.00","3687|9387"
"11:42:30","0.34","118","1.00","0.00","953.00","16.00","12.81","2.42","2.42","2.0","0.00","0.00","0","118","243.04","10.80","1.00","0.00","245.00","4451|1093"
"11:42:31","0.01","12","1.25","0.00","953.00","16.00","14.75","0.00","0.00","2.0","0.00","0.00","0","12","238.00","7.42","1.00","0.00","245.00","3687|9387"
"11:42:31","0.35","127","1.02","0.00","953.00","16.00","12.74","2.32","2.32","2.0","0.00","0.00","0","127","243.02","10.97","1.00","0.00","245.00","4451|1093"
"11:42:32","0.00","2","1.00","0.00","953.00","16.00","13.50","0.00","0.00","2.0","0.00","0.00","0","2","234.50","7.50","1.00","0.00","245.00","3687|9387"
"11:42:32","0.39","133","1.00","0.00","953.00","16.00","13.04","2.29","2.29","2.0","0.00","0.00","0","133","243.11","10.94","1.00","0.00","245.00","4451|1093"
"11:42:33","0.37","73","1.00","0.00","953.00","16.88","13.14","4.00","4.00","2.0","0.00","0.00","0","73","241.84","11.12","1.00","0.00","245.00","4451|1093"
"11:42:34","0.01","3","1.04","0.00","953.00","16.00","14.43","0.13","0.13","2.0","0.00","0.00","0","3","237.70","7.00","1.00","0.00","245.00","3687|9387"
"11:42:34","0.67","103","1.01","0.00","953.00","20.04","13.08","3.32","3.32","2.0","0.00","0.00","0","103","242.55","11.15","1.00","0.00","245.00","4451|1093"
"11:42:35","0.00","2","1.07","0.00","953.00","16.00","14.93","0.13","0.13","2.0","0.00","0.00","0","2","239.40","7.00","1.00","0.00","245.00","3687|9387"
"11:42:35","0.33","111","1.01","0.00","953.00","16.00","12.16","2.58","2.58","2.0","0.00","0.00","0","111","242.92","10.42","1.00","0.00","245.00","4451|1093"
"11:42:36","0.01","4","1.05","0.00","953.00","16.00","14.05","0.11","0.11","2.0","0.00","0.00","0","4","240.58","7.00","1.00","0.00","245.00","3687|9387"
"11:42:36","0.66","173","1.01","0.00","953.00","16.55","12.11","3.02","3.02","2.0","0.00","0.00","0","173","243.30","10.65","1.00","0.00","245.00","4451|1093"
"11:42:37","9.98","142","1.10","0.00","953.00","78.39","16.06","5.37","5.37","2.0","0.00","0.00","843679","113","241.26","8.49","1.00","0.00","245.00","3687|9387"
"11:42:37","0.39","148","1.16","0.00","953.00","16.00","12.40","2.13","2.13","2.0","0.00","0.00","0","148","243.58","10.72","1.00","0.00","245.00","4451|1093"
"11:42:38","19.20","416","1.04","0.00","953.00","98.19","13.11","9.34","9.34","2.0","2.14","4.96","882537","238","241.94","5.62","1.00","0.00","245.00","3687|9387"
"11:42:38","0.17","68","1.24","0.00","953.00","16.00","12.96","1.88","1.88","2.0","0.00","0.00","0","68","242.22","10.94","1.00","0.00","245.00","4451|1093"
"11:42:39","0.01","12","1.00","0.00","953.00","16.00","11.75","0.00","0.00","2.0","0.00","0.00","0","12","243.25","6.75","1.00","0.00","245.00","3687|9387"
"11:42:39","0.33","109","1.00","0.00","953.00","16.00","12.88","2.38","2.38","2.0","0.00","0.00","0","109","243.07","10.96","1.00","0.00","245.00","4451|1093"
"11:42:40","0.09","25","1.04","0.00","953.00","17.28","11.96","1.80","1.80","2.0","0.00","0.00","0","25","241.64","6.92","1.00","0.00","245.00","3687|9387"
"11:42:40","0.24","85","1.01","0.00","953.00","16.00","13.01","2.24","2.24","2.0","0.00","0.00","0","85","242.78","10.99","1.00","0.00","245.00","4451|1093"
"11:42:41","0.01","10","1.00","0.00","953.00","16.00","12.50","0.00","0.00","2.0","0.00","0.00","0","10","245.00","7.30","1.00","0.00","245.00","3687|9387"
"11:42:41","0.41","147","1.00","0.00","953.00","16.00","13.36","2.24","2.24","2.0","0.00","0.00","0","147","243.00","11.29","1.00","0.00","245.00","4451|1093"
"11:42:42","0.02","12","1.17","0.00","953.00","16.00","12.00","0.25","0.25","2.0","0.00","0.00","0","12","243.25","7.00","1.00","0.00","245.00","3687|9387"
"11:42:42","0.26","104","1.02","0.00","953.00","16.00","12.79","1.88","1.88","2.0","0.00","0.00","0","104","242.98","10.82","1.00","0.00","245.00","4451|1093"
"11:42:43","0.00","3","1.33","0.00","953.00","16.00","12.00","0.33","0.33","2.0","0.00","0.00","0","3","245.00","7.00","1.00","0.00","245.00","3687|9387"
"11:42:43","0.38","125","1.01","0.00","953.00","16.00","12.88","2.26","2.26","2.0","0.00","0.00","0","125","243.32","10.97","1.00","0.00","245.00","4451|1093"
"11:42:44","0.00","1","1.00","0.00","953.00","16.00","13.00","0.00","0.00","2.0","0.00","0.00","0","1","224.00","7.00","1.00","0.00","245.00","3687|9387"
"11:42:44","0.41","153","1.00","0.00","953.00","16.00","13.15","2.15","2.15","2.0","0.00","0.00","0","153","243.35","11.03","1.00","0.00","245.00","4451|1093"
"11:42:45","0.01","5","1.20","0.00","953.00","16.00","12.20","0.00","0.00","2.0","0.00","0.00","0","5","236.60","7.20","1.00","0.00","245.00","3687|9387"
"11:42:45","0.40","130","1.01","0.00","953.00","16.25","12.84","2.18","2.18","2.0","0.00","0.00","0","130","243.22","10.91","1.00","0.00","245.00","4451|1093"
"11:42:46","8.61","64","1.09","0.00","953.00","149.86","13.19","11.58","11.58","2.0","0.00","0.00","398119","37","242.38","8.44","1.00","0.00","245.00","3687|9387"
"11:42:46","0.18","73","1.08","0.00","953.00","16.00","13.33","1.86","1.86","2.0","0.00","0.00","0","73","242.12","11.01","1.00","0.00","245.00","4451|1093"
"11:42:47","12.41","123","1.07","0.00","953.00","115.07","17.49","12.84","12.84","2.0","0.00","0.00","526450","69","243.46","8.18","1.00","0.00","245.00","3687|9387"
"11:42:47","0.17","76","1.12","0.00","953.00","16.00","13.47","1.42","1.42","2.0","0.00","0.00","0","76","241.96","11.07","1.00","0.00","245.00","4451|1093"
"11:42:48","14.74","110","1.11","0.00","953.00","123.83","16.05","12.80","12.80","2.0","0.00","0.00","310530","79","241.75","9.59","1.00","0.00","245.00","3687|9387"
"11:42:48","0.30","119","1.11","0.00","953.00","16.00","13.18","1.90","1.90","2.0","0.00","0.00","0","119","243.06","10.87","1.00","0.00","245.00","4451|1093"
"11:42:49","0.01","8","1.13","0.00","953.00","16.00","12.25","0.13","0.13","2.0","0.00","0.00","0","8","239.75","7.00","1.00","0.00","245.00","3687|9387"
"11:42:49","0.35","113","1.01","0.00","953.00","16.00","13.10","2.50","2.50","2.0","0.00","0.00","0","113","242.77","11.06","1.00","0.00","245.00","4451|1093"
"11:42:50","0.00","3","1.33","0.00","953.00","16.00","12.67","1.00","1.00","2.0","0.00","0.00","0","3","238.00","7.00","1.00","0.00","245.00","3687|9387"
"11:42:50","0.43","151","1.01","0.00","953.00","16.00","13.30","2.07","2.07","2.0","0.00","0.00","0","151","243.33","10.95","1.00","0.00","245.00","4451|1093"
"11:42:50","0.00","3","1.00","0.00","953.00","16.00","12.67","0.33","0.33","1.33","33.33","0.00","0","3","245.00","12.33","1.00","0.00","245.00","4733|10202"
"11:42:51","0.01","5","1.00","0.00","953.00","16.00","13.00","0.20","0.20","1.8","0.00","0.00","0","5","240.80","7.00","1.00","0.00","245.00","3687|9387"
"11:42:51","0.52","166","1.00","0.00","953.00","16.00","13.47","2.42","2.42","2.0","0.00","0.00","0","166","242.60","10.88","1.00","0.00","245.00","4451|1093"
"11:42:52","0.01","6","1.00","0.00","953.00","16.00","12.17","0.33","0.33","2.0","0.00","0.00","0","6","245.00","6.83","1.00","0.00","245.00","3687|9387"
"11:42:52","0.41","138","1.00","0.00","953.00","16.00","13.33","2.17","2.17","2.0","0.00","0.00","0","138","241.65","10.85","1.00","0.00","245.00","4451|1093"
"11:42:52","0.00","4","1.00","0.00","953.00","20.00","15.33","0.33","0.33","1.5","33.33","0.00","0","3","239.75","13.50","1.00","0.00","245.00","4709|9947"
"11:42:53","0.01","6","1.08","0.00","953.00","16.00","12.75","0.33","0.33","2.0","0.00","0.00","0","6","238.00","7.00","1.00","0.00","245.00","3687|9387"
"11:42:53","0.51","55","1.05","0.00","953.00","63.31","6.13","3.25","3.25","1.85","12.50","0.00","3430","29","241.95","6.80","1.00","0.00","245.00","3915|10335"
"11:42:53","0.43","153","1.05","0.00","953.00","16.00","13.22","2.07","2.07","2.0","0.00","0.00","0","153","242.12","10.74","1.00","0.00","245.00","4451|1093"
"11:42:53","0.03","15","1.20","0.00","953.00","16.00","22.20","1.53","1.53","1.8","6.67","0.00","0","15","242.20","11.07","1.00","0.00","245.00","4709|9947"
"11:42:54","1.55","100","1.11","0.00","953.00","56.96","6.46","5.26","5.26","1.99","0.00","0.00","0","65","243.11","6.73","1.00","0.00","245.00","3915|10335"
"11:42:54","0.38","135","1.08","0.00","953.00","16.00","13.25","2.08","2.08","2.0","0.00","0.00","0","135","242.36","10.86","1.00","0.00","245.00","4451|1093"
"11:42:55","0.01","6","1.83","0.00","953.00","16.00","12.00","0.00","0.00","2.0","0.00","0.00","0","6","241.50","7.00","1.00","0.00","245.00","3687|9387"
"11:42:55","30.50","715","1.17","0.00","953.00","169.90","4.83","4.44","4.44","2.0","1.64","0.00","68179166","208","242.53","6.41","1.00","0.00","245.00","3915|10335"
"11:42:55","0.57","162","1.47","0.00","953.00","16.62","13.20","2.41","2.41","2.0","0.00","0.00","0","162","243.44","10.83","1.00","0.00","245.00","4451|1093"
"11:42:55","0.00","2","2.50","0.00","953.00","16.00","17.50","1.50","1.50","2.0","0.00","0.00","0","2","245.00","7.50","1.00","0.00","245.00","4709|9947"
"11:42:56","0.18","62","1.38","0.00","953.00","16.52","12.17","0.75","0.75","2.0","0.00","0.00","0","60","240.77","7.00","1.00","0.00","245.00","3687|9387"
"11:42:56","37.70","1037","1.20","0.00","953.00","209.49","3.81","3.01","3.01","2.0","5.23","6.69","295621990","16","242.29","6.88","1.00","0.00","245.00","3915|10335"
"11:42:56","0.69","164","1.80","0.00","953.00","16.03","14.13","3.20","3.20","2.0","0.00","0.00","0","163","242.95","10.73","1.00","0.00","245.00","4451|1093"
"11:42:56","0.00","2","1.00","0.00","953.00","16.00","17.50","0.50","0.50","1.5","0.00","0.00","0","2","245.00","7.00","1.00","0.00","245.00","4709|9947"
"11:42:57","1.73","38","1.68","0.00","953.00","45.89","17.28","12.94","12.94","1.87","16.67","0.00","8762","34","242.24","9.32","1.00","0.00","245.00","3468|9776"
"11:42:57","0.01","4","2.70","0.00","953.00","16.00","12.00","0.20","0.20","2.0","0.00","0.00","0","4","236.60","7.00","1.00","0.00","245.00","3687|9387"
"11:42:57","49.06","1133","1.34","0.00","953.00","214.10","9.97","9.49","9.49","1.35","0.10","0.31","154893431","18","242.24","10.45","0.97","2.96","239.17","3915|10335"
"11:42:57","0.46","130","1.76","0.00","953.00","16.37","15.56","1.08","1.08","2.0","0.00","0.00","0","127","239.77","10.74","1.00","0.00","245.00","4451|1093"
"11:42:57","0.00","1","2.00","0.00","953.00","16.00","12.00","0.00","0.00","1.0","0.00","0.00","0","1","245.00","8.00","1.00","0.00","245.00","4709|9947"
"11:42:58","0.00","1","3.00","0.00","953.00","16.00","13.00","0.00","0.00","2.0","0.00","0.00","0","1","245.00","7.00","1.00","0.00","245.00","3468|9776"
"11:42:58","9.83","71","2.11","0.00","953.00","150.70","14.34","5.24","5.24","2.0","0.00","0.00","4137327","25","240.07","8.83","1.00","0.00","245.00","3687|9387"
"11:42:58","52.00","1090","1.44","0.00","953.00","218.29","12.75","12.28","12.28","1.0","0.00","0.00","118215617","27","242.32","10.82","1.00","0.00","245.00","3915|10335"
"11:42:58","0.42","133","1.81","0.00","953.00","16.00","15.80","0.84","0.84","2.0","0.00","0.00","0","133","239.72","10.93","1.00","0.00","245.00","4451|1093"
"11:42:59","0.00","2","1.50","0.00","953.00","16.00","13.00","0.00","0.00","1.0","0.00","0.00","0","2","245.00","7.00","1.00","0.00","245.00","3468|9776"
"11:42:59","0.03","9","2.11","0.00","953.00","16.00","12.67","2.22","2.22","2.0","0.00","0.00","0","9","245.00","7.11","1.00","0.00","245.00","3687|9387"
"11:42:59","50.46","1259","1.26","0.00","953.00","221.43","11.44","10.91","10.91","1.0","0.00","0.00","202999564","12","242.38","10.93","1.00","0.00","245.00","3915|10335"
"11:42:59","0.43","146","1.76","0.00","953.00","16.03","15.91","0.85","0.85","2.0","0.00","0.00","0","145","239.52","10.94","1.00","0.00","245.00","4451|1093"
"11:43:00","0.01","6","1.67","0.00","953.00","16.00","13.00","0.83","0.83","2.0","0.00","0.00","0","6","238.00","7.00","1.00","0.00","245.00","3687|9387"
"11:43:00","42.18","838","1.16","0.00","953.00","223.21","12.74","12.28","12.28","1.0","0.00","0.00","122653844","11","242.37","10.92","1.00","0.00","245.00","3915|10335"
"11:43:00","0.36","113","1.64","0.00","953.00","16.28","15.89","1.18","1.18","2.0","0.00","0.00","0","113","240.42","10.97","1.00","0.00","245.00","4451|1093"
"11:43:01","0.01","4","1.25","0.00","953.00","16.00","11.50","0.50","0.50","1.75","0.00","0.00","0","4","245.00","9.75","1.00","0.00","245.00","3468|9776"
"11:43:01","0.00","1","1.00","0.00","953.00","16.00","12.00","0.00","0.00","1.0","0.00","0.00","0","1","224.00","11.00","1.00","0.00","245.00","3915|10335"
"11:43:01","0.32","123","1.08","0.00","953.00","16.00","15.92","1.82","1.82","2.0","0.00","0.00","0","123","243.29","10.71","1.00","0.00","245.00","4451|1093"
"11:43:02","0.00","1","1.00","0.00","953.00","16.00","11.00","0.00","0.00","2.0","0.00","0.00","0","1","245.00","10.00","1.00","0.00","245.00","3468|9776"
"11:43:02","0.00","1","1.00","0.00","953.00","16.00","10.00","0.00","0.00","1.0","0.00","0.00","0","1","224.00","10.00","1.00","0.00","245.00","3915|10335"
"11:43:02","0.24","80","1.04","0.00","953.00","16.00","16.00","2.36","2.36","2.0","0.00","0.00","0","80","242.11","10.91","1.00","0.00","245.00","4451|1093"
"11:43:03","0.57","46","1.15","0.00","953.00","30.26","11.88","5.02","5.02","2.0","0.00","0.00","0","41","240.89","8.48","1.00","0.00","245.00","3468|9776"
"11:43:03","0.43","109","1.06","0.00","953.00","16.15","16.08","3.06","3.06","2.0","0.00","0.00","0","109","242.30","11.06","1.00","0.00","245.00","4451|1093"
"11:43:04","4.44","149","1.13","0.00","953.00","57.13","10.43","8.96","8.96","2.0","2.46","0.00","0","122","242.18","8.13","1.00","0.00","245.00","3468|9776"
"11:43:04","0.00","1","1.00","0.00","953.00","16.00","13.00","0.00","0.00","2.0","0.00","0.00","0","1","224.00","7.00","1.00","0.00","245.00","3687|9387"
"11:43:04","0.60","169","1.12","0.00","953.00","16.09","15.84","2.59","2.59","2.0","0.00","0.00","0","169","243.51","10.76","1.00","0.00","245.00","4451|1093"
"11:43:05","0.00","1","1.00","0.00","953.00","16.00","9.00","0.00","0.00","2.0","0.00","0.00","0","1","245.00","8.00","1.00","0.00","245.00","3468|9776"
"11:43:05","0.00","1","1.00","0.00","953.00","16.00","23.00","0.00","0.00","1.0","0.00","0.00","0","1","224.00","10.00","1.00","0.00","245.00","3915|10335"
"11:43:05","1.24","177","1.11","0.00","953.00","20.10","16.05","2.75","2.75","2.0","0.00","0.00","4969","173","242.86","10.81","1.00","0.00","245.00","4451|1093"
