HH:MM:SS,DLMACTHP(Mbps),DLGrant,DLSchUserNum,UsFlag,PCI,DLRb_Used,DLSuMcs,DLreduceMcs,DLSchMcs,DLRank,IBLER(%),ResBLER(%),sumPdschDrb(byte),cntDrbIsZero,DLAvailRb,CQI,BwpId,BwpFreqOffset,BwpBw,CRNTI
"11:42:43","0.04","22","1.09","0.00","200.00","4.18","18.77","5.00","5.00","2.0","0.00","0.00","0","22","241.18","12.00","1.00","16.00","217.00","10211|2069"
"11:42:43","0.00","6","1.00","0.00","200.00","4.00","22.67","2.00","2.00","2.0","0.00","0.00","0","6","245.00","10.00","1.00","0.00","245.00","11098|6679"
"11:42:43","0.00","1","1.00","0.00","200.00","16.00","9.00","0.00","0.00","3.0","0.00","0.00","0","1","245.00","9.00","1.00","0.00","245.00","11144|3490"
"11:42:43","0.09","17","1.06","0.00","200.00","8.71","16.41","4.00","4.00","3.0","0.00","0.00","0","17","241.29","9.29","1.00","0.00","245.00","11805|4796"
"11:42:43","0.03","11","1.09","0.00","200.00","16.00","26.00","2.09","2.09","2.0","0.00","0.00","0","11","243.09","13.18","1.00","0.00","245.00","11924|6737"
"11:42:43","0.00","2","1.00","0.00","200.00","4.00","9.00","1.00","1.00","2.0","0.00","0.00","0","2","245.00","9.00","1.00","0.00","245.00","12191|9101"
"11:42:43","0.00","1","1.00","0.00","200.00","16.00","16.00","0.00","0.00","1.0","0.00","0.00","0","1","245.00","7.00","1.00","0.00","245.00","9768|2603"
"11:42:44","0.00","3","1.33","0.00","200.00","16.00","10.00","0.00","0.00","1.33","33.33","0.00","0","3","245.00","11.00","1.00","0.00","245.00","10163|7557"
"11:42:44","0.12","13","1.08","0.00","200.00","16.31","19.55","4.82","4.82","2.0","0.00","0.00","0","11","243.38","11.92","1.00","16.00","217.00","10211|2069"
"11:42:44","0.01","4","1.00","0.00","200.00","4.00","23.00","6.00","6.00","2.0","0.00","0.00","0","4","245.00","10.25","1.00","0.00","245.00","11098|6679"
"11:42:44","0.06","22","1.05","0.00","200.00","6.18","16.10","3.60","3.60","3.0","0.00","0.00","0","20","243.09","9.45","1.00","0.00","245.00","11805|4796"
"11:42:44","0.01","3","1.00","0.00","200.00","16.00","25.33","2.33","2.33","2.0","0.00","0.00","0","3","238.00","13.00","1.00","0.00","245.00","11924|6737"
"11:42:44","0.01","5","1.20","0.00","200.00","8.80","8.25","1.50","1.50","2.0","0.00","0.00","0","4","245.00","8.60","1.00","0.00","245.00","12191|9101"
"11:42:44","0.02","9","1.00","0.00","200.00","16.00","17.00","2.22","2.22","2.0","0.00","0.00","0","9","238.00","8.67","1.00","0.00","245.00","9768|2603"
"11:42:45","0.00","2","1.00","0.00","200.00","4.00","20.00","3.00","3.00","2.0","0.00","0.00","0","2","245.00","12.00","1.00","16.00","217.00","10211|2069"
"11:42:45","0.01","7","1.00","0.00","200.00","4.57","12.43","3.29","3.29","2.0","0.00","0.00","0","7","245.00","8.43","1.00","0.00","245.00","10598|5372"
"11:42:45","0.00","5","1.00","0.00","200.00","6.40","23.60","1.60","1.60","1.8","0.00","0.00","0","5","245.00","10.20","1.00","0.00","245.00","11098|6679"
"11:42:45","0.00","1","1.00","0.00","200.00","16.00","9.00","0.00","0.00","3.0","0.00","0.00","0","1","245.00","6.00","1.00","0.00","245.00","11144|3490"
"11:42:45","0.00","5","1.00","0.00","200.00","4.00","17.60","1.60","1.60","3.0","0.00","0.00","0","5","240.80","10.20","1.00","0.00","245.00","11805|4796"
"11:42:45","0.11","22","1.00","0.00","200.00","16.73","25.23","3.41","3.41","2.0","0.00","0.00","0","22","240.23","13.32","1.00","0.00","245.00","11924|6737"
"11:42:45","0.00","3","1.00","0.00","200.00","4.00","9.67","0.67","0.67","2.0","0.00","0.00","0","3","245.00","9.33","1.00","0.00","245.00","12191|9101"
"11:42:45","0.01","8","1.00","0.00","200.00","16.00","15.38","0.88","0.88","2.0","0.00","0.00","0","8","245.00","7.00","1.00","0.00","245.00","9768|2603"
"11:42:46","0.00","5","1.20","0.00","200.00","4.00","18.60","0.80","0.80","2.0","0.00","0.00","0","5","245.00","10.60","1.00","16.00","217.00","10211|2069"
"11:42:46","0.09","12","1.00","0.00","200.00","12.67","13.00","4.92","4.92","2.0","0.00","0.00","0","12","239.75","8.58","1.00","0.00","245.00","10598|5372"
"11:42:46","1.78","22","1.00","0.00","200.00","88.00","23.06","12.31","12.25","2.0","0.00","0.00","0","16","241.18","9.95","1.00","0.00","245.00","11098|6679"
"11:42:46","0.00","3","1.00","0.00","200.00","16.00","7.00","2.00","2.00","3.0","0.00","0.00","0","1","238.00","6.67","1.00","0.00","245.00","11144|3490"
"11:42:46","0.00","1","2.00","0.00","200.00","4.00","17.00","0.00","0.00","3.0","0.00","0.00","0","1","245.00","9.00","1.00","0.00","245.00","11805|4796"
"11:42:46","0.01","2","1.00","0.00","200.00","16.00","25.00","2.00","2.00","2.0","0.00","0.00","0","2","245.00","13.00","1.00","0.00","245.00","11924|6737"
"11:42:46","0.00","3","1.00","0.00","200.00","16.00","16.67","0.00","0.00","1.0","0.00","0.00","0","3","231.00","8.00","1.00","0.00","245.00","9768|2603"
"11:42:47","0.10","19","1.00","0.00","200.00","9.05","12.83","4.39","4.39","2.0","0.00","0.00","0","18","245.00","8.11","1.00","0.00","245.00","10598|5372"
"11:42:47","0.86","31","1.00","0.00","200.00","25.16","23.04","9.86","9.86","2.0","0.00","0.00","0","28","240.26","9.61","1.00","0.00","245.00","11098|6679"
"11:42:47","0.00","2","1.00","0.00","200.00","16.00","26.00","2.00","2.00","2.0","0.00","0.00","0","2","234.50","13.50","1.00","0.00","245.00","11924|6737"
"11:42:47","0.00","4","1.00","0.00","200.00","4.00","9.00","2.33","2.33","2.0","0.00","0.00","0","3","245.00","9.00","1.00","0.00","245.00","12191|9101"
"11:42:48","0.05","17","1.00","0.00","200.00","8.00","12.06","4.06","4.06","2.0","0.00","0.00","0","16","243.76","8.41","1.00","0.00","245.00","10598|5372"
"11:42:48","0.01","11","1.00","0.00","200.00","4.00","22.36","4.36","4.36","2.0","0.00","0.00","0","11","245.00","9.82","1.00","0.00","245.00","11098|6679"
"11:42:48","0.01","2","1.00","0.00","200.00","16.00","26.00","0.17","0.17","2.0","0.00","0.00","0","2","237.70","13.70","1.00","0.00","245.00","11924|6737"
"11:42:48","0.00","1","1.00","0.00","200.00","16.00","15.00","0.00","0.00","1.0","0.00","0.00","0","1","245.00","10.00","1.00","0.00","245.00","9768|2603"
"11:42:49","0.00","4","1.00","0.00","200.00","4.00","13.00","4.67","4.67","2.0","0.00","0.00","0","3","239.75","9.00","1.00","0.00","245.00","10598|5372"
"11:42:49","0.00","6","1.00","0.00","200.00","4.00","23.83","2.33","2.33","2.0","0.00","0.00","0","6","238.00","10.67","1.00","0.00","245.00","11098|6679"
"11:42:49","0.00","1","1.00","0.00","200.00","16.00","10.00","0.00","0.00","1.0","0.00","0.00","0","1","245.00","10.00","1.00","0.00","245.00","11144|3490"
"11:42:49","0.01","4","1.00","0.00","200.00","16.00","25.63","0.30","0.30","2.0","0.00","0.00","0","4","238.00","13.04","1.00","0.00","245.00","11924|6737"
"11:42:49","0.00","1","1.00","0.00","200.00","16.00","15.00","0.00","0.00","2.0","0.00","0.00","0","1","245.00","11.00","1.00","0.00","245.00","9768|2603"
"11:42:50","0.01","5","1.00","0.00","200.00","4.80","23.80","4.60","4.60","2.0","0.00","0.00","0","5","240.80","10.00","1.00","0.00","245.00","11098|6679"
"11:42:50","0.00","6","1.00","0.00","200.00","4.67","10.33","1.00","1.00","2.0","0.00","0.00","0","6","241.50","9.17","1.00","0.00","245.00","12191|9101"
"11:42:50","0.00","3","1.00","0.00","200.00","16.00","17.33","0.00","0.00","1.0","0.00","0.00","0","3","238.00","9.33","1.00","0.00","245.00","9768|2603"
"11:42:51","0.00","3","1.33","0.00","200.00","4.00","12.67","4.67","4.67","2.0","0.00","0.00","0","3","245.00","8.67","1.00","0.00","245.00","10598|5372"
"11:42:51","0.01","7","1.14","0.00","200.00","4.00","22.14","2.71","2.71","2.0","0.00","0.00","0","7","242.00","10.00","1.00","0.00","245.00","11098|6679"
"11:42:51","0.03","11","1.04","0.00","200.00","16.00","26.00","0.53","0.53","2.0","0.00","0.00","0","11","240.06","13.63","1.00","0.00","245.00","11924|6737"
"11:42:51","0.41","54","1.07","0.00","200.00","21.33","13.61","3.29","3.29","1.96","0.00","0.00","0","51","241.11","8.44","1.00","0.00","245.00","9768|2603"
"11:42:52","0.01","3","1.00","0.00","200.00","9.33","10.33","3.33","3.33","2.0","0.00","0.00","0","3","245.00","7.67","1.00","0.00","245.00","10598|5372"
"11:42:52","0.02","14","1.07","0.00","200.00","4.29","22.64","3.43","3.43","2.0","0.00","0.00","0","14","243.50","9.93","1.00","0.00","245.00","11098|6679"
"11:42:52","0.00","2","1.00","0.00","200.00","16.00","12.00","0.00","0.00","1.0","0.00","0.00","0","2","245.00","10.00","1.00","0.00","245.00","11144|3490"
"11:42:52","0.01","4","1.00","0.00","200.00","4.00","17.75","2.75","2.75","3.0","0.00","0.00","0","4","245.00","10.50","1.00","0.00","245.00","11805|4796"
"11:42:52","0.01","2","1.00","0.00","200.00","16.00","26.00","0.50","0.50","2.0","0.00","0.00","0","2","234.50","14.00","1.00","0.00","245.00","11924|6737"
"11:42:52","0.79","40","1.02","0.00","200.00","54.63","9.22","3.77","3.77","1.95","0.00","0.00","33703","33","242.38","7.75","1.00","0.00","245.00","9768|2603"
"11:42:53","0.00","2","1.00","0.00","200.00","8.00","10.50","4.50","4.50","2.0","0.00","0.00","0","2","245.00","7.50","1.00","0.00","245.00","10598|5372"
"11:42:53","0.07","25","1.20","0.00","200.00","5.12","22.84","4.32","4.32","2.0","0.00","0.00","0","25","241.64","9.92","1.00","0.00","245.00","11098|6679"
"11:42:53","0.00","1","1.00","0.00","200.00","16.00","9.00","0.00","0.00","1.0","0.00","0.00","0","1","245.00","6.00","1.00","0.00","245.00","11144|3490"
"11:42:53","0.00","3","1.00","0.00","200.00","4.00","18.00","1.33","1.33","3.0","0.00","0.00","0","3","238.00","10.33","1.00","0.00","245.00","11805|4796"
"11:42:53","0.03","12","1.13","0.00","200.00","16.00","25.77","0.50","0.50","2.0","0.00","0.00","0","12","239.75","13.08","1.00","0.00","245.00","11924|6737"
"11:42:53","0.00","6","1.17","0.00","200.00","4.00","8.83","1.50","1.50","2.0","0.00","0.00","0","6","241.50","9.17","1.00","0.00","245.00","12191|9101"
"11:42:53","0.00","2","1.00","0.00","200.00","12.00","11.00","4.50","4.50","1.0","0.00","0.00","0","2","245.00","7.00","1.00","0.00","245.00","12381|2491"
"11:42:53","1.63","57","1.07","0.00","200.00","44.35","14.51","6.20","6.20","2.0","0.00","0.00","0","51","240.58","8.09","1.00","0.00","245.00","9768|2603"
"11:42:53","0.00","3","1.00","0.00","200.00","16.00","7.00","0.00","0.00","1.0","33.33","0.00","0","3","245.00","13.00","1.00","0.00","245.00","9806|6673"
"11:42:54","0.00","4","1.25","0.00","200.00","5.00","9.50","1.50","1.50","2.0","0.00","0.00","0","4","245.00","7.00","1.00","0.00","245.00","10598|5372"
"11:42:54","0.01","8","1.13","0.00","200.00","4.00","23.00","2.38","2.38","2.0","0.00","0.00","0","8","242.38","10.00","1.00","0.00","245.00","11098|6679"
"11:42:54","0.01","6","1.33","0.00","200.00","4.00","17.83","3.83","3.83","3.0","0.00","0.00","0","6","241.50","9.83","1.00","0.00","245.00","11805|4796"
"11:42:54","0.01","3","1.00","0.00","200.00","8.00","9.00","2.33","2.33","2.0","0.00","0.00","0","3","245.00","9.00","1.00","0.00","245.00","12191|9101"
"11:42:54","10.20","138","1.03","0.00","200.00","121.20","15.40","10.76","10.76","2.0","1.05","0.00","661982","71","241.65","8.06","1.00","0.00","245.00","9768|2603"
"11:42:54","0.00","3","1.33","0.00","200.00","16.00","10.67","1.33","1.33","1.0","0.00","0.00","0","3","238.00","6.67","1.00","0.00","245.00","9806|6673"
"11:42:55","0.01","6","1.17","0.00","200.00","4.00","23.67","4.00","4.00","2.0","0.00","0.00","0","6","245.00","10.33","1.00","0.00","245.00","11098|6679"
"11:42:55","0.00","5","1.00","0.00","200.00","22.40","8.33","0.00","0.00","1.8","33.33","0.00","0","3","240.80","7.00","1.00","0.00","245.00","11284|1212"
"11:42:55","0.02","7","1.14","0.00","200.00","16.00","25.86","2.00","2.00","2.0","0.00","0.00","0","7","242.00","13.57","1.00","0.00","245.00","11924|6737"
"11:42:55","0.00","1","1.00","0.00","200.00","4.00","8.00","0.00","0.00","2.0","0.00","0.00","0","1","245.00","8.00","1.00","0.00","245.00","12191|9101"
"11:42:55","2.48","56","1.01","0.00","200.00","72.55","14.27","1.84","1.84","2.0","0.00","0.00","22450","45","240.45","8.02","1.00","0.00","245.00","9768|2603"
"11:42:56","0.00","1","1.00","0.00","200.00","4.00","13.00","0.00","0.00","2.0","0.00","0.00","0","1","245.00","7.00","1.00","0.00","245.00","10598|5372"
"11:42:56","0.02","12","1.17","0.00","200.00","5.00","23.33","3.33","3.33","2.0","0.00","0.00","0","12","241.50","10.08","1.00","0.00","245.00","11098|6679"
"11:42:56","0.00","2","1.00","0.00","200.00","16.00","6.00","0.00","0.00","1.5","0.00","0.00","0","2","234.50","6.50","1.00","0.00","245.00","11284|1212"
"11:42:56","0.01","2","1.50","0.00","200.00","16.00","26.00","2.00","2.00","2.0","0.00","0.00","0","2","224.00","13.50","1.00","0.00","245.00","11924|6737"
"11:42:56","0.02","12","1.00","0.00","200.00","17.33","12.00","0.70","0.70","1.83","30.00","0.00","0","10","241.50","10.42","1.00","0.00","245.00","11920|6991"
"11:42:56","0.00","3","1.00","0.00","200.00","4.00","9.00","0.67","0.67","2.0","0.00","0.00","0","3","245.00","9.00","1.00","0.00","245.00","12191|9101"
"11:42:56","0.83","38","1.13","0.00","200.00","41.24","9.64","1.31","1.31","2.0","0.00","0.00","45452","30","240.36","9.14","1.00","0.00","245.00","9768|2603"
"11:42:57","0.01","13","1.07","0.00","200.00","5.23","9.08","0.31","0.31","2.0","0.00","0.00","0","13","239.32","6.97","1.00","0.00","245.00","10598|5372"
"11:42:57","0.01","4","1.25","0.00","200.00","4.00","23.00","6.75","6.75","2.0","0.00","0.00","0","4","245.00","9.75","1.00","0.00","245.00","11098|6679"
"11:42:57","0.16","24","1.04","0.00","200.00","59.96","6.06","2.28","2.28","2.0","16.67","5.56","1220","16","242.38","9.08","1.00","0.00","245.00","11284|1212"
"11:42:57","0.00","7","1.29","0.00","200.00","16.00","12.00","0.00","0.00","1.0","40.00","0.00","0","5","242.00","8.86","1.00","0.00","245.00","11550|1342"
"11:42:57","0.00","2","1.00","0.00","200.00","4.00","9.00","1.50","1.50","2.0","0.00","0.00","0","2","245.00","9.00","1.00","0.00","245.00","12191|9101"
"11:42:57","0.00","1","1.00","0.00","200.00","16.00","16.00","9.00","9.00","1.0","0.00","0.00","0","1","245.00","10.00","1.00","0.00","245.00","12381|2491"
"11:42:57","1.01","29","1.07","0.00","200.00","47.07","13.66","5.24","5.24","1.97","0.00","0.00","6","28","242.83","8.97","1.00","0.00","245.00","9768|2603"
"11:42:58","0.00","2","1.50","0.00","200.00","4.00","21.00","2.00","2.00","2.0","0.00","0.00","0","2","245.00","12.00","1.00","16.00","217.00","10211|2069"
"11:42:58","0.00","2","1.00","0.00","200.00","4.00","9.00","1.50","1.50","2.0","0.00","0.00","0","2","245.00","8.00","1.00","0.00","245.00","10598|5372"
"11:42:58","0.01","9","1.00","0.00","200.00","4.00","22.89","3.22","3.22","2.0","0.00","0.00","0","9","240.33","9.89","1.00","0.00","245.00","11098|6679"
"11:42:58","0.00","5","1.00","0.00","200.00","16.00","6.00","0.00","0.00","1.0","0.00","100.00","0","1","240.80","10.00","1.00","0.00","245.00","11284|1212"
"11:42:58","0.23","11","1.00","0.00","200.00","187.45","4.78","3.22","3.22","1.0","77.78","0.00","56087","3","245.00","14.36","1.00","0.00","245.00","11447|3826"
"11:42:58","0.00","3","1.00","0.00","200.00","16.00","25.67","2.00","2.00","2.0","0.00","0.00","0","3","238.00","13.33","1.00","0.00","245.00","11924|6737"
"11:42:58","0.00","1","1.00","0.00","200.00","4.00","9.00","3.00","3.00","2.0","0.00","0.00","0","1","245.00","10.00","1.00","0.00","245.00","12191|9101"
"11:42:58","0.20","3","1.00","0.00","200.00","128.00","13.67","13.33","13.33","1.67","66.67","0.00","0","3","245.00","8.33","1.00","0.00","245.00","41780|6572"
"11:42:58","0.84","11","1.09","0.00","200.00","97.45","13.10","8.80","8.80","2.0","0.00","0.00","0","10","243.09","9.36","1.00","0.00","245.00","9768|2603"
"11:42:59","0.20","24","1.08","0.00","200.00","19.33","15.33","3.00","3.00","1.83","12.50","0.00","6","23","242.38","10.54","1.00","0.00","245.00","10530|3343"
"11:42:59","0.00","2","1.00","0.00","200.00","4.00","9.00","2.50","2.50","2.0","0.00","0.00","0","2","245.00","8.00","1.00","0.00","245.00","10598|5372"
"11:42:59","0.02","5","1.00","0.00","200.00","6.40","23.20","4.40","4.40","2.0","0.00","0.00","0","5","245.00","10.40","1.00","0.00","245.00","11098|6679"
"11:42:59","0.00","1","1.00","0.00","200.00","16.00","8.00","0.00","0.00","1.0","0.00","0.00","0","1","245.00","11.00","1.00","0.00","245.00","11284|1212"
"11:42:59","0.40","62","1.02","0.00","200.00","17.29","10.21","2.55","2.55","2.97","0.00","0.00","0","62","241.27","7.61","1.00","0.00","245.00","11447|3826"
"11:42:59","0.01","4","1.25","0.00","200.00","4.00","16.50","2.50","2.50","3.0","0.00","0.00","0","4","234.50","9.00","1.00","0.00","245.00","11805|4796"
"11:42:59","0.01","3","1.00","0.00","200.00","16.00","26.00","2.00","2.00","2.0","0.00","0.00","0","3","245.00","13.67","1.00","0.00","245.00","11924|6737"
"11:42:59","0.00","1","1.00","0.00","200.00","4.00","10.00","0.00","0.00","2.0","0.00","0.00","0","1","245.00","9.00","1.00","0.00","245.00","12191|9101"
"11:42:59","0.08","1","1.00","0.00","200.00","144.00","15.00","15.00","15.00","1.0","0.00","0.00","0","1","245.00","10.00","1.00","0.00","245.00","41780|6572"
"11:43:00","0.09","29","1.14","0.00","200.00","16.55","19.88","3.00","3.00","2.0","0.00","0.00","0","24","242.83","9.83","1.00","0.00","245.00","10530|3343"
"11:43:00","0.01","8","1.05","0.00","200.00","6.00","9.18","0.82","0.82","2.0","0.00","0.00","0","6","239.47","7.68","1.00","0.00","245.00","10598|5372"
"11:43:00","0.00","3","1.00","0.00","200.00","16.00","6.33","0.00","0.00","1.0","33.33","0.00","0","3","245.00","9.00","1.00","0.00","245.00","10844|7073"
"11:43:00","4.15","50","1.04","0.00","200.00","80.64","24.18","16.79","16.69","2.0","0.00","0.00","1822","37","242.48","11.44","1.00","0.00","245.00","11098|6679"
"11:43:00","0.46","66","1.05","0.00","200.00","18.42","8.24","2.36","2.36","3.0","0.00","0.00","0","66","241.82","6.70","1.00","0.00","245.00","11447|3826"
"11:43:00","0.00","2","1.00","0.00","200.00","16.00","25.50","2.00","2.00","2.0","0.00","0.00","0","2","234.50","13.00","1.00","0.00","245.00","11924|6737"
"11:43:00","0.01","2","1.00","0.00","200.00","16.00","9.50","2.50","2.50","1.5","0.00","0.00","0","2","245.00","9.00","1.00","0.00","245.00","12191|9101"
"11:43:01","0.00","3","1.00","0.00","200.00","16.00","17.00","0.67","0.67","1.67","66.67","0.00","19","2","238.00","11.00","1.00","0.00","245.00","10031|10336"
"11:43:01","0.00","5","1.00","0.00","200.00","4.00","18.80","1.60","1.60","2.0","0.00","0.00","0","5","245.00","10.40","1.00","16.00","217.00","10211|2069"
"11:43:01","0.00","2","1.00","0.00","200.00","10.00","9.00","2.50","2.50","2.0","0.00","0.00","0","2","245.00","6.50","1.00","0.00","245.00","10598|5372"
"11:43:01","0.01","13","1.08","0.00","200.00","4.00","22.00","2.69","2.69","2.0","0.00","0.00","0","13","245.00","9.85","1.00","0.00","245.00","11098|6679"
"11:43:01","0.11","14","1.07","0.00","200.00","61.71","5.73","2.82","2.82","2.0","0.00","0.00","0","11","242.00","9.43","1.00","0.00","245.00","11284|1212"
"11:43:01","0.42","53","1.02","0.00","200.00","21.13","8.04","2.43","2.43","3.0","0.00","0.00","0","53","240.64","7.15","1.00","0.00","245.00","11447|3826"
"11:43:01","0.00","3","1.33","0.00","200.00","4.00","15.00","2.00","2.00","3.0","0.00","0.00","0","3","238.00","9.00","1.00","0.00","245.00","11805|4796"
"11:43:01","0.02","7","1.00","0.00","200.00","16.00","25.86","2.00","2.00","2.0","0.00","0.00","0","7","242.00","13.71","1.00","0.00","245.00","11924|6737"
"11:43:01","0.00","1","1.00","0.00","200.00","16.00","10.00","0.00","0.00","1.0","0.00","0.00","0","1","245.00","9.00","1.00","0.00","245.00","12191|9101"
"11:43:02","0.00","1","2.00","0.00","200.00","16.00","19.00","0.00","0.00","1.0","0.00","0.00","0","1","224.00","10.00","1.00","0.00","245.00","10031|10336"
"11:43:02","0.01","6","1.50","0.00","200.00","16.00","15.33","1.17","1.17","1.83","33.33","0.00","13","5","241.50","9.33","1.00","0.00","245.00","10184|4524"
"11:43:02","0.00","3","1.00","0.00","200.00","4.00","20.00","1.67","1.67","2.0","0.00","0.00","0","3","245.00","11.33","1.00","16.00","217.00","10211|2069"
"11:43:02","0.03","22","1.42","0.00","200.00","6.36","8.52","1.58","1.58","2.0","0.00","0.00","0","20","241.18","6.48","1.00","0.00","245.00","10598|5372"
"11:43:02","2.11","39","1.10","0.00","200.00","50.05","21.67","14.21","14.12","2.0","0.00","0.00","0","33","243.38","10.08","1.00","0.00","245.00","11098|6679"
"11:43:02","0.04","7","1.29","0.00","200.00","29.71","6.17","3.83","3.83","2.0","0.00","0.00","0","6","236.00","8.00","1.00","0.00","245.00","11284|1212"
"11:43:02","0.30","38","1.16","0.00","200.00","17.68","12.57","3.91","3.91","3.0","0.00","0.00","0","35","241.68","7.76","1.00","0.00","245.00","11447|3826"
"11:43:02","0.00","2","1.00","0.00","200.00","4.00","18.50","2.00","2.00","3.0","0.00","0.00","0","2","245.00","10.00","1.00","0.00","245.00","11805|4796"
"11:43:02","0.18","41","1.10","0.00","200.00","16.00","25.44","3.59","3.59","2.0","0.00","0.00","0","41","239.88","13.27","1.00","0.00","245.00","11924|6737"
"11:43:02","0.00","3","1.00","0.00","200.00","4.00","8.67","1.00","1.00","2.0","0.00","0.00","0","3","245.00","8.00","1.00","0.00","245.00","12191|9101"
"11:43:03","0.03","9","1.00","0.00","200.00","16.00","17.22","2.22","2.22","2.0","0.00","0.00","0","9","238.00","9.67","1.00","0.00","245.00","10184|4524"
"11:43:03","0.04","20","1.00","0.00","200.00","7.20","10.95","3.30","3.30","2.0","0.00","0.00","0","20","242.90","7.25","1.00","0.00","245.00","10598|5372"
"11:43:03","0.00","7","1.14","0.00","200.00","4.00","21.43","2.29","2.29","2.0","0.00","0.00","0","7","239.00","10.29","1.00","0.00","245.00","11098|6679"
"11:43:03","0.11","10","1.00","0.00","200.00","72.50","6.00","2.10","2.10","1.9","0.00","0.00","3469","9","242.90","7.90","1.00","0.00","245.00","11284|1212"
"11:43:03","0.07","18","1.06","0.00","200.00","16.00","26.00","3.28","3.28","2.0","0.00","0.00","0","18","240.33","13.78","1.00","0.00","245.00","11924|6737"
"11:43:04","0.03","14","1.00","0.00","200.00","16.00","16.64","1.50","1.50","1.86","0.00","0.00","6","13","239.00","8.79","1.00","0.00","245.00","10184|4524"
"11:43:04","0.00","4","1.00","0.00","200.00","4.00","20.00","1.75","1.75","2.0","0.00","0.00","0","4","245.00","11.00","1.00","16.00","217.00","10211|2069"
"11:43:04","0.00","1","1.00","0.00","200.00","4.00","13.00","0.00","0.00","2.0","0.00","0.00","0","1","245.00","8.00","1.00","0.00","245.00","10598|5372"
"11:43:04","0.01","8","1.00","0.00","200.00","4.00","21.00","4.13","4.13","2.0","0.00","0.00","0","8","242.38","10.00","1.00","0.00","245.00","11098|6679"
"11:43:04","0.02","3","1.00","0.00","200.00","21.33","9.00","3.33","3.33","2.0","0.00","0.00","0","3","231.00","9.00","1.00","0.00","245.00","11284|1212"
"11:43:04","0.00","1","1.00","0.00","200.00","4.00","17.00","0.00","0.00","3.0","0.00","0.00","0","1","245.00","9.00","1.00","0.00","245.00","11805|4796"
"11:43:04","0.01","3","1.00","0.00","200.00","16.00","26.00","2.00","2.00","2.0","0.00","0.00","0","3","238.00","13.67","1.00","0.00","245.00","11924|6737"
"11:43:05","0.00","8","1.00","0.00","200.00","20.00","4.67","0.00","0.00","1.0","66.67","33.33","0","3","242.38","9.75","1.00","0.00","245.00","10057|3687"
"11:43:05","0.11","24","1.25","0.00","200.00","17.33","18.43","3.57","3.57","2.0","0.00","0.00","0","21","237.13","9.00","1.00","0.00","245.00","10184|4524"
"11:43:05","0.00","2","2.00","0.00","200.00","6.00","11.00","4.00","4.00","2.0","0.00","0.00","0","2","245.00","8.00","1.00","0.00","245.00","10598|5372"
"11:43:05","0.04","17","1.08","0.00","200.00","16.94","12.02","0.54","0.54","1.86","23.53","0.00","0","17","240.80","8.28","1.00","0.00","245.00","10919|943"
"11:43:05","0.01","8","1.00","0.00","200.00","4.00","21.75","2.63","2.63","2.0","0.00","0.00","0","8","242.38","10.25","1.00","0.00","245.00","11098|6679"
"11:43:05","0.00","5","1.20","0.00","200.00","4.00","17.40","1.60","1.60","3.0","0.00","0.00","0","5","240.80","9.40","1.00","0.00","245.00","11805|4796"
"11:43:05","0.02","9","1.11","0.00","200.00","16.00","26.00","2.00","2.00","2.0","0.00","0.00","0","9","245.00","13.67","1.00","0.00","245.00","11924|6737"
"11:43:05","0.24","16","1.13","0.00","200.00","37.00","10.83","3.17","3.17","1.63","25.00","0.00","12","10","242.38","10.50","1.00","0.00","245.00","9895|4729"
"11:43:06","0.00","1","1.00","0.00","200.00","16.00","11.00","0.00","0.00","1.0","0.00","0.00","0","1","245.00","7.00","1.00","0.00","245.00","10057|3687"
"11:43:06","0.02","7","1.14","0.00","200.00","16.00","16.29","1.86","1.86","2.0","0.00","0.00","0","7","230.00","8.86","1.00","0.00","245.00","10184|4524"
"11:43:06","0.00","1","1.00","0.00","200.00","4.00","18.00","0.00","0.00","2.0","0.00","0.00","0","1","245.00","10.00","1.00","16.00","217.00","10211|2069"
"11:43:06","0.00","4","1.25","0.00","200.00","4.00","8.25","1.75","1.75","2.0","0.00","0.00","0","4","245.00","6.50","1.00","0.00","245.00","10598|5372"
"11:43:06","0.02","4","1.00","0.00","200.00","16.00","11.58","0.68","0.68","2.0","0.00","0.00","0","3","239.75","9.65","1.00","0.00","245.00","10919|943"
"11:43:06","0.01","7","1.14","0.00","200.00","4.00","20.71","6.71","6.71","2.0","0.00","0.00","0","7","245.00","9.86","1.00","0.00","245.00","11098|6679"
"11:43:06","0.00","4","1.25","0.00","200.00","16.00","13.25","0.00","0.00","1.0","25.00","0.00","0","4","239.75","13.75","1.00","0.00","245.00","11311|8759"
"11:43:06","0.00","1","1.00","0.00","200.00","4.00","17.00","12.00","12.00","3.0","0.00","0.00","0","1","245.00","9.00","1.00","0.00","245.00","11805|4796"
"11:43:06","0.00","2","1.00","0.00","200.00","16.00","26.00","2.00","2.00","2.0","0.00","0.00","0","2","245.00","13.50","1.00","0.00","245.00","11924|6737"
"11:43:06","0.01","5","1.00","0.00","200.00","6.40","9.00","1.40","1.40","2.0","0.00","0.00","0","5","245.00","9.00","1.00","0.00","245.00","12191|9101"
"11:43:06","0.26","21","1.05","0.00","200.00","44.19","9.00","3.81","3.81","2.0","12.50","0.00","0","16","244.00","10.86","1.00","0.00","245.00","9895|4729"
