time,down,up,rnti_count,mcs_down,mcs_down_var,mcs_up,mcs_up_var,rb_down,rb_down_var,rb_up,rb_up_var
2025-08-13 11:42:00,-0.5525665721994281,0.41223207812177065,-1.3398867588731058,0.9679432446823188,-0.45706278466843914,0.532660248472901,0.1486364797518394,-0.9558157702140737,-1.5810227259253085,-0.5650767915938553,-0.6234354174371765
2025-08-13 11:44:00,-0.5710019488444281,0.41223207812177065,-1.0997374725149887,0.32988128767545105,-0.5873535765603765,0.532660248472901,0.1486364797518394,-1.0078602946625739,-1.6976682449372185,-0.5650767915938553,-0.6234354174371765
2025-08-13 11:46:00,-0.15788823196800872,0.41223207812177065,-1.1062400408103064,0.6006299476999136,-0.1696864527060451,0.532660248472901,0.1486364797518394,-0.16474289099126713,-1.077644641096789,-0.5650767915938553,-0.6234354174371765
2025-08-13 11:48:00,4.0801192116719545,0.41223207812177065,-0.9803471722089455,1.7240017714803388,1.4601078064513364,0.532660248472901,0.1486364797518394,1.8925277515747183,2.0715577398690677,-0.5650767915938553,-0.6234354174371765
2025-08-13 11:50:00,0.5654832234213174,0.41223207812177065,-1.2052783511533436,1.045382050983666,0.7924560065755019,0.532660248472901,0.1486364797518394,1.358648839079463,1.0611343189975957,-0.5650767915938553,-0.6234354174371765
2025-08-13 11:52:00,0.06144503450855533,0.41223207812177065,-1.2201503541255376,1.5372654866333726,1.8713133242293811,0.532660248472901,0.1486364797518394,1.435571979441416,1.2168548049562613,-0.5650767915938553,-0.6234354174371765
2025-08-13 11:54:00,0.23986304713868356,0.41223207812177065,-1.2108999263247795,1.2340705507002343,1.1327785432717534,0.532660248472901,0.1486364797518394,0.9490948401883693,0.37187015627316056,-0.5650767915938553,-0.6234354174371765
2025-08-13 11:56:00,-1.341279678642509,0.41223207812177065,-1.355251698474138,0.808396141441389,0.17440707941711447,0.532660248472901,0.1486364797518394,-0.14267819001522347,-0.49937360141133486,-0.5650767915938553,-0.6234354174371765
2025-08-13 11:58:00,-1.368910144722337,0.41223207812177065,-1.3768360300092406,1.3569717161380666,0.35275502392621466,0.532660248472901,0.1486364797518394,-0.010093410201195875,-0.2150966391102421,-0.5650767915938553,-0.6234354174371765
2025-08-13 12:00:00,-0.4064225940167256,0.41223207812177065,-1.4365809982258149,1.6988183650663258,1.9559482889953224,0.532660248472901,0.1486364797518394,0.664392656496275,-0.007792038547963745,-0.5650767915938553,-0.6234354174371765
2025-08-13 12:02:00,-0.6067128972945561,0.41223207812177065,-1.4454119054913914,1.315270263691051,1.0468419768970811,0.532660248472901,0.1486364797518394,0.24022722158883858,-0.2060041835911258,-0.5650767915938553,-0.6234354174371765
2025-08-13 12:04:00,-0.5389000809115959,0.41223207812177065,-1.4617994263969294,0.19102275532684135,0.17856670616805323,0.532660248472901,0.1486364797518394,0.7557776980928722,0.3011592416028144,-0.5650767915938553,-0.6234354174371765
2025-08-13 12:06:00,0.45589473277667325,0.41223207812177065,-1.352126270487034,0.8389335963314263,0.39048111144140946,0.532660248472901,0.1486364797518394,0.8508906926583361,0.22115157457018414,-0.5650767915938553,-0.6234354174371765
2025-08-13 12:08:00,0.1219930470291793,0.41223207812177065,-0.5897420899145748,0.7332957642985031,0.7529150874188109,0.532660248472901,0.1486364797518394,1.376191000625804,1.3096978907702266,-0.5650767915938553,-0.6234354174371765
