Strategy,Model,Target,MSE,RMSE,MAE,R2,NRMSE,MAPE%,sMAPE%
A_t+1,Seq2Seq LSTM + Clusters + Extra (t+1),rnti_count,3812043.333881087,1952.4454752645686,1519.6335075919073,0.18257547981255606,0.1609929045920712,33.128631949447204,33.05053507066517
A_t+1,Seq2Seq LSTM + Clusters + Extra (t+1),rb_down,0.0004472011733225615,0.021147131562520755,0.0110807339634434,0.620996020368497,0.07467169699289274,47.006946274031606,39.00652415749253
A_t+1,Seq2Seq LSTM + Clusters + Extra (t+1),rb_up,0.00010412632908966903,0.010204230940627963,0.004850373437649468,0.49221844490696076,0.12417113904970414,2532.0979060592135,114.00325793673831
A_t+1,Seq2Seq LSTM + Clusters + Extra (t+1),down,1963377010793758.0,44310010.27751808,32483611.5037115,0.5145196522979186,0.0735379100294428,40.448657634170885,31.14277912043769
A_t+1,Seq2Seq LSTM + Clusters + Extra (t+1),up,268981192967372.75,16400646.114326494,7511943.570929602,0.3640696923726562,0.13554829593814335,762.197707496626,95.79541050711012
A_t+1,Transformer + Clusters + Extra (t+1),rnti_count,3282438.6050939234,1811.7501497430387,1447.8837393558692,0.2961397427027933,0.14939158235019465,37.55926699485599,31.266447140960164
A_t+1,Transformer + Clusters + Extra (t+1),rb_down,0.0005020419772150321,0.022406293250223967,0.01170289369621748,0.574518318248415,0.07911786690162272,47.495125491610004,39.285147923464834
A_t+1,Transformer + Clusters + Extra (t+1),rb_up,0.00010335012270108682,0.01016612623869519,0.0049305284060663195,0.4960036862624685,0.12370745841863341,2000.2118056432741,123.85804637562292
A_t+1,Transformer + Clusters + Extra (t+1),down,2213269728910288.5,47045400.720052205,37297760.58734343,0.45272917445668903,0.07807762678867211,49.9595810852227,35.79864517299552
A_t+1,Transformer + Clusters + Extra (t+1),up,257946653733866.12,16060717.72162957,7614549.094077446,0.3901577539649068,0.13273885086812195,901.8210451166711,90.29196730237004
