Strategy,Step,Model,Target,MSE,RMSE,MAE,R2,NRMSE,MAPE%,sMAPE%
B(CLU-BASE)_t+1,1,Transformer + Clusters,rb_up,8.518070240839747e-05,0.009229339218405479,0.004030039012976484,0.6098233689343581,0.11034464288903335,2450.844919430706,157.20516226443263
B(CLU-BASE)_t+1,1,Transformer + Clusters,down,4782542705565525.0,69155930.37162846,40413591.796147436,0.5152008918127811,0.08308902227018235,36.307312141506536,30.162684638428427
B(CLU-BASE)_t+1,1,Transformer + Clusters,up,157845640356302.88,12563663.492640309,5083005.881588968,0.5678001887314061,0.10216322628647906,12482136623294.049,122.75277463532493
B(CLU-BASE)_t+2,2,Transformer + Clusters,rnti_count,2479226.4515033616,1574.5559537543788,1163.1803548508694,0.5645581794109155,0.11530140258884196,24.162846453640533,23.372128853857333
B(CLU-BASE)_t+2,2,Transformer + Clusters,rb_down,0.0009084152413317449,0.03013992769287519,0.014327114165514404,0.5136927718742672,0.09599455604736395,44.618039190844044,37.611381346315504
B(CLU-BASE)_t+2,2,Transformer + Clusters,rb_up,0.00010058787886007246,0.01002935086932711,0.00428971523569424,0.538864145019982,0.11990946631127448,2067.2375684357767,157.31493380168413
B(CLU-BASE)_t+2,2,Transformer + Clusters,down,5203939082384543.0,72138332.96094763,42412669.60926098,0.4724003788265262,0.08667230014426983,38.44998636630186,31.602111455473263
B(CLU-BASE)_t+2,2,Transformer + Clusters,up,183095879261175.4,13531292.593879396,5529778.208619288,0.49794486331181176,0.11003164069356504,10412439341378.297,125.50910199692622
B(CLU-BASE)_t+3,3,Transformer + Clusters,rnti_count,2617432.868352566,1617.848221667461,1199.41260559229,0.5404130126354216,0.1184716038127033,25.0422367121732,24.10712680684581
B(CLU-BASE)_t+3,3,Transformer + Clusters,rb_down,0.00100616762641319,0.031720145434931256,0.01532755674694378,0.4611060158323763,0.10102749116759978,48.60647357130562,39.499008824229534
B(CLU-BASE)_t+3,3,Transformer + Clusters,rb_up,0.00011396445857036775,0.010675413742350585,0.004637587459911811,0.47728889322389045,0.12763370044338548,2128.328413157186,157.78452804563105
B(CLU-BASE)_t+3,3,Transformer + Clusters,down,5556007903407442.0,74538633.62986635,44229644.29049824,0.4362712263524289,0.08955619794830748,40.39611892581305,32.854640696966875
B(CLU-BASE)_t+3,3,Transformer + Clusters,up,203858369265290.5,14277897.928802073,5917642.315817302,0.44058126099310435,0.11610276873858787,11696576102815.545,113.60241264445399
B(CLU-BASE)_t+4,4,Transformer + Clusters,rnti_count,2724083.4241510737,1650.479755753179,1224.3806968670594,0.5217860581356552,0.12086114204393456,25.643881428245297,24.638395543962783
B(CLU-BASE)_t+4,4,Transformer + Clusters,rb_down,0.0010971717245293212,0.03312358260408015,0.016371048996469618,0.41232128929421974,0.10549738669507527,53.956772367102324,40.51686478797005
B(CLU-BASE)_t+4,4,Transformer + Clusters,rb_up,0.00012638361698390246,0.011242046832490178,0.004943495601035722,0.42002049864476076,0.1344082835961938,2136.24230347731,155.68483088356334
B(CLU-BASE)_t+4,4,Transformer + Clusters,down,5967877080321626.0,77252036.09175377,46114114.62018893,0.39446482875300504,0.09281627928004856,42.01390925156374,34.0238911719954
B(CLU-BASE)_t+4,4,Transformer + Clusters,up,223761077753388.56,14958645.585526403,6264379.272296654,0.38503234774423645,0.12163836565573376,9896533155015.291,109.2399401866956
B(CLU-BASE)_t+5,5,Transformer + Clusters,rnti_count,2813559.5504496587,1677.3668502893631,1244.1104525152589,0.506242585841689,0.12283002711541702,26.074125230762597,25.106743986308917
B(CLU-BASE)_t+5,5,Transformer + Clusters,rb_down,0.001165794893926629,0.03414373872215269,0.01695913705683712,0.37554517347522565,0.1087465462369054,55.311231993849084,41.92426463380393
B(CLU-BASE)_t+5,5,Transformer + Clusters,rb_up,0.0001374200520250242,0.011722629910776173,0.0051816726263939844,0.3688328189296406,0.14015406527103208,2036.910808539899,152.61597004004787
B(CLU-BASE)_t+5,5,Transformer + Clusters,down,6232286502520123.0,78944832.01907597,47055996.23085757,0.3676829584673157,0.09485012883927381,42.866428408381616,34.71062531233755
B(CLU-BASE)_t+5,5,Transformer + Clusters,up,240195586665100.62,15498244.631734932,6524963.692114737,0.3390187220409334,0.12602619246230679,6991919337589.344,103.8401390189577
B(CLU-BASE)_t+6,6,Transformer + Clusters,rnti_count,2843787.728995304,1686.3533820036962,1248.983200986113,0.5009742965903534,0.12348809182794825,26.368883876246574,25.048208444724985
B(CLU-BASE)_t+6,6,Transformer + Clusters,rb_down,0.0012248591111069904,0.03499798724365432,0.01753378509142852,0.34385834260761794,0.11146729621385543,57.49612199389126,43.50027484753498
B(CLU-BASE)_t+6,6,Transformer + Clusters,rb_up,0.0001474365828117653,0.012142346676477546,0.005462658274033829,0.3227110102924927,0.1451721381286748,2171.5000871362527,157.27520431336922
B(CLU-BASE)_t+6,6,Transformer + Clusters,down,6489757457989497.0,80559030.89033219,47984020.313095026,0.3415716314695104,0.0967895461132743,43.86202591150386,35.33054118700116
B(CLU-BASE)_t+6,6,Transformer + Clusters,up,257018741404976.3,16031804.059586566,6844241.957904883,0.2926806763668559,0.13036490724854907,6430956659308.407,104.77530218685594
