Strategy,Step,Model,Target,MSE,RMSE,MAE,R2,NRMSE,MAPE%,sMAPE%
B(CLU-BASE)_t+3,3,Seq2Seq LSTM + Clusters,rnti_count,0.00764109039100829,0.08741333073970062,0.06606520568861553,0.511342543248545,0.1221610241545877,28.921704785439783,24.969693190067467
B(CLU-BASE)_t+3,3,Seq2Seq LSTM + Clusters,rb_down,0.010344524372461836,0.10170803494543505,0.04975003665478501,0.45205240984466455,0.10187260708493678,52.41047205333958,39.139920628197835
B(CLU-BASE)_t+3,3,Seq2Seq LSTM + Clusters,rb_up,0.016040373415825007,0.12665059579735505,0.05835994982545039,0.48531041854763357,0.12665059453084915,1725.8764182720056,121.92701875630065
B(CLU-BASE)_t+3,3,Seq2Seq LSTM + Clusters,down,0.008287919541892227,0.09103801152206822,0.05330371082249506,0.41311486662198904,0.09137704219736051,40.30675205929108,33.10847236779618
B(CLU-BASE)_t+3,3,Seq2Seq LSTM + Clusters,up,0.013820779991477128,0.11756181349178452,0.053665419574059764,0.42643266456594864,0.1175618123161664,10871504098858.06,102.10985355307143
B(CLU-BASE)_t+4,4,Seq2Seq LSTM + Clusters,rnti_count,0.007945660813223171,0.08913843622828017,0.06737549254089228,0.4919705685243283,0.12457187672680145,29.605663626100537,25.469723798350046
B(CLU-BASE)_t+4,4,Seq2Seq LSTM + Clusters,rb_down,0.011280857385513147,0.10621138067793463,0.052879044694838666,0.4024104992180051,0.10638323960891269,56.73846184184201,41.38529324459581
B(CLU-BASE)_t+4,4,Seq2Seq LSTM + Clusters,rb_up,0.01771257872548886,0.13308861230581998,0.06254205156615718,0.43135363985144914,0.1330886109749339,1754.2157565666778,124.45033992112313
B(CLU-BASE)_t+4,4,Seq2Seq LSTM + Clusters,down,0.008938691054879783,0.09454465111723552,0.05568086730131832,0.36701464024006236,0.09489674071560927,42.097076547045106,34.281672624922635
B(CLU-BASE)_t+4,4,Seq2Seq LSTM + Clusters,up,0.015142501442027185,0.12305487167124747,0.05687671156381891,0.3706260790858801,0.12305487044069878,11156201959629.672,103.83477263498202
B(CLU-BASE)_t+5,5,Seq2Seq LSTM + Clusters,rnti_count,0.008198694812067355,0.09054664439981945,0.06846400534245475,0.4759662479031337,0.12653986205583967,30.25739109783429,25.8934403384739
B(CLU-BASE)_t+5,5,Seq2Seq LSTM + Clusters,rb_down,0.012009548774157079,0.10958808682588213,0.05576226066748406,0.3637891570542956,0.10976540955090099,61.4828451120262,43.83948352895845
B(CLU-BASE)_t+5,5,Seq2Seq LSTM + Clusters,rb_up,0.019231481200759678,0.1386776160768553,0.06646767246903823,0.3820609498914822,0.1386776146900792,1867.9720027122262,128.49098277050174
B(CLU-BASE)_t+5,5,Seq2Seq LSTM + Clusters,down,0.00948181661404808,0.09737461996869656,0.057300014712986194,0.3286032069299225,0.09773724853024324,43.71142423494545,35.175560374179
B(CLU-BASE)_t+5,5,Seq2Seq LSTM + Clusters,up,0.01622222027542826,0.12736648018779612,0.0600808648337753,0.3248848999577737,0.12736647891413133,11395532159766.246,107.98303635668915
B(CLU-BASE)_t+6,6,Seq2Seq LSTM + Clusters,rnti_count,0.00833668644683662,0.09130545682946128,0.06890239637726854,0.46718526319888865,0.1276003101907164,30.808867238192704,26.156750397985423
B(CLU-BASE)_t+6,6,Seq2Seq LSTM + Clusters,rb_down,0.012582656509749941,0.11217244095476367,0.05792023875803656,0.33337850428539983,0.11235394538173407,65.72918290254125,46.07240371588136
B(CLU-BASE)_t+6,6,Seq2Seq LSTM + Clusters,rb_up,0.020507717396905507,0.14320515841583886,0.07041660674426373,0.3409404017200536,0.14320515698378733,2142.8173304887655,133.15854957608335
B(CLU-BASE)_t+6,6,Seq2Seq LSTM + Clusters,down,0.009888902882786942,0.0994429629626297,0.05877647871714632,0.2997898300267534,0.09981329414981861,45.2250356476786,36.10219667992378
B(CLU-BASE)_t+6,6,Seq2Seq LSTM + Clusters,up,0.017213088312326374,0.13119865972000772,0.0633291522274501,0.2836043833410765,0.13119865840802114,13313870856921.102,113.15415220884069
B(CLU-BASE)_t+1,1,Transformer + Clusters,rnti_count,0.006336959303046726,0.0796050205894498,0.058638538653835524,0.5945251513498928,0.11124883082206567,23.20687746596338,22.62013102423705
